Units of Measure,Arithmetic Mean,1st Max Value,1st Max Hour,State Name,CBSA Name
Knots,2.833333,5.9,10,Iowa,"Muscatine, IA"
Knots,3.475,7.5,13,Iowa,"Muscatine, IA"
Knots,5.7,9.4,20,Iowa,"Muscatine, IA"
Knots,2.3,4,8,Iowa,"Muscatine, IA"
Knots,1.0875,4.3,9,Iowa,"Muscatine, IA"
Knots,1.5125,3.8,12,Iowa,"Muscatine, IA"
Knots,4.129167,6.9,15,Iowa,"Muscatine, IA"
Knots,4.366667,5.8,0,Iowa,"Muscatine, IA"
Knots,2.270833,2.7,0,Iowa,"Muscatine, IA"
Knots,4.629167,8.3,23,Iowa,"Muscatine, IA"
Knots,7.729167,10.6,11,Iowa,"Muscatine, IA"
Knots,2.533333,4.2,8,Iowa,"Muscatine, IA"
Knots,2.458333,4.5,17,Iowa,"Muscatine, IA"
Knots,4.304167,8.5,11,Iowa,"Muscatine, IA"
Knots,1.983333,4.4,0,Iowa,"Muscatine, IA"
Knots,3.233333,5.6,19,Iowa,"Muscatine, IA"
Knots,5.095833,8.2,9,Iowa,"Muscatine, IA"
Knots,2.5,4.6,17,Iowa,"Muscatine, IA"
Knots,1.475,2.9,22,Iowa,"Muscatine, IA"
Knots,3.095833,4.7,5,Iowa,"Muscatine, IA"
Knots,2.883333,5.1,2,Iowa,"Muscatine, IA"
Knots,5.875,10.8,14,Iowa,"Muscatine, IA"
Knots,4.211111,5.4,0,Iowa,"Muscatine, IA"
Knots,3.4875,5.5,20,Iowa,"Muscatine, IA"
Knots,2.408333,5.1,16,Iowa,"Muscatine, IA"
Knots,1.554167,3.9,9,Iowa,"Muscatine, IA"
Knots,2.741667,4.6,20,Iowa,"Muscatine, IA"
Knots,1.604167,4.7,17,Iowa,"Muscatine, IA"
Knots,2.833333,5.4,8,Iowa,"Muscatine, IA"
Knots,1.654167,4.1,10,Iowa,"Muscatine, IA"
Knots,1.7375,4,15,Iowa,"Muscatine, IA"
Knots,3.2625,4.3,7,Iowa,"Muscatine, IA"
Knots,2.933333,5.5,11,Iowa,"Muscatine, IA"
Knots,2.254167,5.2,18,Iowa,"Muscatine, IA"
Knots,4.066667,5.2,16,Iowa,"Muscatine, IA"
Knots,5.420833,9.1,16,Iowa,"Muscatine, IA"
Knots,4.416667,7.4,15,Iowa,"Muscatine, IA"
Knots,2.6875,4.5,6,Iowa,"Muscatine, IA"
Knots,3.120833,4.9,17,Iowa,"Muscatine, IA"
Knots,2.670833,5.7,10,Iowa,"Muscatine, IA"
Knots,3.695833,6.3,14,Iowa,"Muscatine, IA"
Knots,0,0,0,Iowa,"Muscatine, IA"
Knots,0,0,0,Iowa,"Muscatine, IA"
Knots,0,0,0,Iowa,"Muscatine, IA"
Knots,0.4125,1.4,19,Iowa,"Muscatine, IA"
Knots,2.754167,3.8,15,Iowa,"Muscatine, IA"
Knots,2.504167,3,9,Iowa,"Muscatine, IA"
Knots,2.958333,4.1,6,Iowa,"Muscatine, IA"
Knots,1.9,2.6,14,Iowa,"Muscatine, IA"
Knots,2.283333,4.7,9,Iowa,"Muscatine, IA"
Knots,4.95,8,13,Iowa,"Muscatine, IA"
Knots,1.745833,4.5,15,Iowa,"Muscatine, IA"
Knots,1.6875,4.1,15,Iowa,"Muscatine, IA"
Knots,4.008333,8.9,17,Iowa,"Muscatine, IA"
Knots,3.683333,6,0,Iowa,"Muscatine, IA"
Knots,5.608333,7.3,19,Iowa,"Muscatine, IA"
Knots,3.475,5.2,11,Iowa,"Muscatine, IA"
Knots,2.216667,5.5,13,Iowa,"Muscatine, IA"
Knots,5.229167,14.4,17,Iowa,"Muscatine, IA"
Knots,3.708333,7.9,14,Iowa,"Muscatine, IA"
Knots,4.666667,8.9,12,Iowa,"Muscatine, IA"
Knots,3.466667,5.5,0,Iowa,"Muscatine, IA"
Knots,2.55,4.9,11,Iowa,"Muscatine, IA"
Knots,2.466667,6.4,0,Iowa,"Muscatine, IA"
Knots,5.320833,7.9,17,Iowa,"Muscatine, IA"
Knots,5.1125,6.9,10,Iowa,"Muscatine, IA"
Knots,3.166667,5,7,Iowa,"Muscatine, IA"
Knots,1.870833,3.6,15,Iowa,"Muscatine, IA"
Knots,4.570833,6.5,20,Iowa,"Muscatine, IA"
Knots,5.1375,5.9,4,Iowa,"Muscatine, IA"
Knots,5.2,7.8,10,Iowa,"Muscatine, IA"
Knots,4.325,5.9,22,Iowa,"Muscatine, IA"
Knots,1.941667,2.7,5,Iowa,"Muscatine, IA"
Knots,5.220833,7.9,11,Iowa,"Muscatine, IA"
Knots,6.608333,11.1,20,Iowa,"Muscatine, IA"
Knots,6.504167,10.9,12,Iowa,"Muscatine, IA"
Knots,3.045833,4.6,14,Iowa,"Muscatine, IA"
Knots,2.370833,3.4,8,Iowa,"Muscatine, IA"
Knots,2.683333,3.8,21,Iowa,"Muscatine, IA"
Knots,2.058333,3.8,2,Iowa,"Muscatine, IA"
Knots,3.325,4.9,19,Iowa,"Muscatine, IA"
Knots,4.204167,6.2,13,Iowa,"Muscatine, IA"
Knots,4.691667,6.1,9,Iowa,"Muscatine, IA"
Knots,4.408333,5.9,4,Iowa,"Muscatine, IA"
Knots,5.275,6.3,11,Iowa,"Muscatine, IA"
Knots,4.845833,5.7,12,Iowa,"Muscatine, IA"
Knots,2.804167,4.2,13,Iowa,"Muscatine, IA"
Knots,1.429167,3.2,11,Iowa,"Muscatine, IA"
Knots,2.1875,4,15,Iowa,"Muscatine, IA"
Knots,1.866667,5,12,Iowa,"Muscatine, IA"
Knots,3.225,6.8,14,Iowa,"Muscatine, IA"
Knots,5.204167,11.5,22,Iowa,"Muscatine, IA"
Knots,6.008333,11.1,0,Iowa,"Muscatine, IA"
Knots,3.995833,6.4,0,Iowa,"Muscatine, IA"
Knots,4.225,7.6,11,Iowa,"Muscatine, IA"
Knots,1.679167,5.7,13,Iowa,"Muscatine, IA"
Knots,2.425,6.3,11,Iowa,"Muscatine, IA"
Knots,2.55,5.2,22,Iowa,"Muscatine, IA"
Knots,5.395833,11.8,11,Iowa,"Muscatine, IA"
Knots,2.8375,5,1,Iowa,"Muscatine, IA"
Knots,3.441667,7.6,13,Iowa,"Muscatine, IA"
Knots,1.45,2.7,15,Iowa,"Muscatine, IA"
Knots,3.175,5,15,Iowa,"Muscatine, IA"
Knots,1.6125,3.3,3,Iowa,"Muscatine, IA"
Knots,1.829167,2.9,18,Iowa,"Muscatine, IA"
Knots,3.7375,8.9,16,Iowa,"Muscatine, IA"
Knots,3.595833,7.7,10,Iowa,"Muscatine, IA"
Knots,6.091667,12.5,13,Iowa,"Muscatine, IA"
Knots,8.208333,11.3,20,Iowa,"Muscatine, IA"
Knots,4.9875,9.4,7,Iowa,"Muscatine, IA"
Knots,1.166667,3.6,9,Iowa,"Muscatine, IA"
Knots,2.216667,5.2,12,Iowa,"Muscatine, IA"
Knots,5.1125,8.6,15,Iowa,"Muscatine, IA"
Knots,5.35,6.9,6,Iowa,"Muscatine, IA"
Knots,2.408333,3.2,17,Iowa,"Muscatine, IA"
Knots,4.7875,7.8,23,Iowa,"Muscatine, IA"
Knots,7.008333,10.2,11,Iowa,"Muscatine, IA"
Knots,2.691667,4.2,12,Iowa,"Muscatine, IA"
Knots,3.491667,6.7,14,Iowa,"Muscatine, IA"
Knots,6.9375,11.2,14,Iowa,"Muscatine, IA"
Knots,2.6375,5.6,0,Iowa,"Muscatine, IA"
Knots,4.0375,7.6,19,Iowa,"Muscatine, IA"
Knots,7.695833,11.3,10,Iowa,"Muscatine, IA"
Knots,2.729167,4.7,17,Iowa,"Muscatine, IA"
Knots,1.658333,3.6,12,Iowa,"Muscatine, IA"
Knots,4.995833,8.9,20,Iowa,"Muscatine, IA"
Knots,5.554167,8.8,11,Iowa,"Muscatine, IA"
Knots,8.841667,13.1,14,Iowa,"Muscatine, IA"
Knots,5.8625,7.8,1,Iowa,"Muscatine, IA"
Knots,5.258333,9.4,11,Iowa,"Muscatine, IA"
Knots,2.441667,4.3,9,Iowa,"Muscatine, IA"
Knots,6.845833,12.3,16,Iowa,"Muscatine, IA"
Knots,5.291667,9.2,9,Iowa,"Muscatine, IA"
Knots,3.2875,7.1,15,Iowa,"Muscatine, IA"
Knots,4.833333,7.9,16,Iowa,"Muscatine, IA"
Knots,4.3875,8.6,13,Iowa,"Muscatine, IA"
Knots,3.391667,8,15,Iowa,"Muscatine, IA"
Knots,5.4125,7.5,12,Iowa,"Muscatine, IA"
Knots,5.479167,8.3,16,Iowa,"Muscatine, IA"
Knots,6.258333,10.4,15,Iowa,"Muscatine, IA"
Knots,5.283333,7.2,11,Iowa,"Muscatine, IA"
Knots,5.4,10.2,12,Iowa,"Muscatine, IA"
Knots,5.604167,10.9,15,Iowa,"Muscatine, IA"
Knots,3.575,6.4,9,Iowa,"Muscatine, IA"
Knots,3.191667,4.8,14,Iowa,"Muscatine, IA"
Knots,1.979167,3.3,3,Iowa,"Muscatine, IA"
Knots,3.5,4.7,5,Iowa,"Muscatine, IA"
Knots,2.683333,6.9,16,Iowa,"Muscatine, IA"
Knots,4.366667,7.5,12,Iowa,"Muscatine, IA"
Knots,2.820833,4.8,15,Iowa,"Muscatine, IA"
Knots,3.3375,6.5,13,Iowa,"Muscatine, IA"
Knots,3.454167,6.7,8,Iowa,"Muscatine, IA"
Knots,3.758333,6.7,9,Iowa,"Muscatine, IA"
Knots,2.841667,6.4,13,Iowa,"Muscatine, IA"
Knots,2.979167,4.8,16,Iowa,"Muscatine, IA"
Knots,6.658333,11.6,9,Iowa,"Muscatine, IA"
Knots,5.029167,8.9,16,Iowa,"Muscatine, IA"
Knots,1.85,5.3,2,Iowa,"Muscatine, IA"
Knots,3.1125,6.9,17,Iowa,"Muscatine, IA"
Knots,2.079167,4.8,10,Iowa,"Muscatine, IA"
Knots,3.495833,4.9,16,Iowa,"Des Moines-West Des Moines, IA"
Knots,1.320833,3.6,0,Iowa,"Des Moines-West Des Moines, IA"
Knots,3.208333,6.3,21,Iowa,"Des Moines-West Des Moines, IA"
Knots,4.3125,7.3,13,Iowa,"Des Moines-West Des Moines, IA"
Knots,2.133333,3,15,Iowa,"Des Moines-West Des Moines, IA"
Knots,3.641667,4.7,9,Iowa,"Des Moines-West Des Moines, IA"
Knots,2.620833,3.9,1,Iowa,"Des Moines-West Des Moines, IA"
Knots,2.779167,3.6,12,Iowa,"Des Moines-West Des Moines, IA"
Knots,2.5375,3.3,1,Iowa,"Des Moines-West Des Moines, IA"
Knots,3.225,5.4,16,Iowa,"Des Moines-West Des Moines, IA"
Knots,4.1,7,11,Iowa,"Des Moines-West Des Moines, IA"
Knots,2.65,4.3,15,Iowa,"Des Moines-West Des Moines, IA"
Knots,2.533333,3.9,1,Iowa,"Des Moines-West Des Moines, IA"
Knots,6.890909,9.6,15,Iowa,"Des Moines-West Des Moines, IA"
Knots,7.461905,10.7,5,Iowa,"Des Moines-West Des Moines, IA"
Knots,6.068421,7.1,12,Iowa,"Des Moines-West Des Moines, IA"
Knots,4.416667,7.2,13,Iowa,"Des Moines-West Des Moines, IA"
Knots,2.3375,3.6,0,Iowa,"Des Moines-West Des Moines, IA"
Knots,5.295455,11.1,14,Iowa,"Des Moines-West Des Moines, IA"
Knots,4.8375,7.7,12,Iowa,"Des Moines-West Des Moines, IA"
Knots,5.729167,9.2,14,Iowa,"Des Moines-West Des Moines, IA"
Knots,3.1375,5.3,4,Iowa,"Des Moines-West Des Moines, IA"
Knots,3.695833,5.2,11,Iowa,"Des Moines-West Des Moines, IA"
Knots,2.508333,4.6,10,Iowa,"Des Moines-West Des Moines, IA"
Knots,4.7625,7.5,22,Iowa,"Des Moines-West Des Moines, IA"
Knots,4.845833,6.8,1,Iowa,"Des Moines-West Des Moines, IA"
Knots,2.233333,3.6,2,Iowa,"Des Moines-West Des Moines, IA"
Knots,2.808333,5.9,16,Iowa,"Des Moines-West Des Moines, IA"
Knots,3.775,5.2,23,Iowa,"Des Moines-West Des Moines, IA"
Knots,4.529412,6.1,16,Iowa,"Des Moines-West Des Moines, IA"
Knots,7.186957,8.7,4,Iowa,"Des Moines-West Des Moines, IA"
Knots,3.86087,5.7,1,Iowa,"Des Moines-West Des Moines, IA"
Knots,1.983333,3.5,16,Iowa,"Des Moines-West Des Moines, IA"
Knots,5.170833,6.7,15,Iowa,"Des Moines-West Des Moines, IA"
Knots,5.715789,10.4,16,Iowa,"Des Moines-West Des Moines, IA"
Knots,6.7,9.9,10,Iowa,"Des Moines-West Des Moines, IA"
Knots,3.3625,6,12,Iowa,"Des Moines-West Des Moines, IA"
Knots,2.570833,4.1,7,Iowa,"Des Moines-West Des Moines, IA"
Knots,2.870833,4.6,16,Iowa,"Des Moines-West Des Moines, IA"
Knots,1.758333,3.2,2,Iowa,"Des Moines-West Des Moines, IA"
Knots,2.966667,4.9,14,Iowa,"Des Moines-West Des Moines, IA"
Knots,3.791667,5.1,11,Iowa,"Des Moines-West Des Moines, IA"
Knots,3.254167,6,11,Iowa,"Des Moines-West Des Moines, IA"
Knots,3.8125,6.6,15,Iowa,"Des Moines-West Des Moines, IA"
Knots,3.420833,5.8,4,Iowa,"Des Moines-West Des Moines, IA"
Knots,3.925,5.1,14,Iowa,"Des Moines-West Des Moines, IA"
Knots,2.545833,4.6,4,Iowa,"Des Moines-West Des Moines, IA"
Knots,2.179167,3.1,8,Iowa,"Des Moines-West Des Moines, IA"
Knots,2.35,5.4,15,Iowa,"Des Moines-West Des Moines, IA"
Knots,1.908333,3.4,2,Iowa,"Des Moines-West Des Moines, IA"
Knots,3.1875,4.2,20,Iowa,"Des Moines-West Des Moines, IA"
Knots,3.945833,8,19,Iowa,"Des Moines-West Des Moines, IA"
Knots,5.645833,7.6,23,Iowa,"Des Moines-West Des Moines, IA"
Knots,4.395833,7.3,0,Iowa,"Des Moines-West Des Moines, IA"
Knots,5.6,8.3,4,Iowa,"Des Moines-West Des Moines, IA"
Knots,2.141667,5,9,Iowa,"Des Moines-West Des Moines, IA"
Knots,3.9625,6.8,11,Iowa,"Des Moines-West Des Moines, IA"
Knots,3.283333,4.6,18,Iowa,"Des Moines-West Des Moines, IA"
Knots,5.8125,9.6,10,Iowa,"Des Moines-West Des Moines, IA"
Knots,2.629167,5.9,9,Iowa,"Des Moines-West Des Moines, IA"
Knots,4.829167,7.7,15,Iowa,"Des Moines-West Des Moines, IA"
Knots,1.5875,3,16,Iowa,"Des Moines-West Des Moines, IA"
Knots,3.058333,5.7,16,Iowa,"Des Moines-West Des Moines, IA"
Knots,2.316667,3.8,11,Iowa,"Des Moines-West Des Moines, IA"
Knots,1.966667,3.6,23,Iowa,"Des Moines-West Des Moines, IA"
Knots,4.758333,8.4,12,Iowa,"Des Moines-West Des Moines, IA"
Knots,3.675,5.3,2,Iowa,"Des Moines-West Des Moines, IA"
Knots,6.158333,9.5,13,Iowa,"Des Moines-West Des Moines, IA"
Knots,7.35,9.6,11,Iowa,"Des Moines-West Des Moines, IA"
Knots,4.0375,6.8,8,Iowa,"Des Moines-West Des Moines, IA"
Knots,1.875,3.6,10,Iowa,"Des Moines-West Des Moines, IA"
Knots,2.545833,4.6,12,Iowa,"Des Moines-West Des Moines, IA"
Knots,4.941667,7.8,20,Iowa,"Des Moines-West Des Moines, IA"
Knots,4.463636,6.6,9,Iowa,"Des Moines-West Des Moines, IA"
Knots,2.966667,8.2,9,Iowa,"Des Moines-West Des Moines, IA"
Knots,4.833333,8,18,Iowa,"Des Moines-West Des Moines, IA"
Knots,6.158333,7.9,9,Iowa,"Des Moines-West Des Moines, IA"
Knots,2.8625,5.4,22,Iowa,"Des Moines-West Des Moines, IA"
Knots,5.883333,8.6,15,Iowa,"Des Moines-West Des Moines, IA"
Knots,7.166667,12.1,12,Iowa,"Des Moines-West Des Moines, IA"
Knots,2.8625,4.1,1,Iowa,"Des Moines-West Des Moines, IA"
Knots,3.258333,5.1,9,Iowa,"Des Moines-West Des Moines, IA"
Knots,5.645833,8.4,9,Iowa,"Des Moines-West Des Moines, IA"
Knots,1.879167,3,12,Iowa,"Des Moines-West Des Moines, IA"
Knots,2.145833,3.6,21,Iowa,"Des Moines-West Des Moines, IA"
Knots,5.1125,8.2,23,Iowa,"Des Moines-West Des Moines, IA"
