age,sex,sexornt,agekdbrn,natdrug,grass,happy,hapmar,socbar,polhitok,hunt,fejobaff,discaffm,discaffw,fehire,inttech,meovrwrk,hapunhap,theism,fatalism,godmeans,nihilism,egomeans,evidu,idu30,evcrack,crack30,race,uscitzn,fucitzn,cohort,realinc,realrinc
26,MALE,NA,21,NA,NA,VERY HAPPY,NA,SEV TIMES A YEAR,NA,NEITHER,NA,NA,SOMEWHAT UNLIKELY,STRONGLY AGREE,Very interested,DISAGREE,VERY HAPPY,NEITHER AGREE NOR DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,NA,NA,NA,NA,BLACK,NA,NA,1992,9647.5,9647.5
24,FEMALE,Heterosexual or straight,NA,NA,NA,VERY HAPPY,VERY HAPPY,NA,NA,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1994,NA,NA
NA,FEMALE,NA,NA,ABOUT RIGHT,NA,PRETTY HAPPY,NA,ONCE A YEAR,NA,NEITHER,AGAINST,SOMEWHAT UNLIKELY,NA,NA,Moderately interested,DISAGREE,FAIRLY HAPPY,AGREE,STRONGLY DISAGREE,STRONGLY AGREE,STRONGLY DISAGREE,AGREE,NA,NA,NA,NA,WHITE,NA,NA,NA,9647.5,9647.5
38,MALE,"Gay, lesbian, or homosexual",NA,NA,LEGAL,VERY HAPPY,VERY HAPPY,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1980,8512.5,NA
31,MALE,Heterosexual or straight,NA,TOO LITTLE,LEGAL,PRETTY HAPPY,NA,NA,YES,RESP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1987,20430,20430
31,FEMALE,NA,17,NA,NA,PRETTY HAPPY,NA,SEV TIMES A YEAR,NA,NEITHER,STRONGLY FOR,SOMEWHAT UNLIKELY,NA,NA,Very interested,NEITHER AGREE NOR DISAGREE,FAIRLY HAPPY,NEITHER AGREE NOR DISAGREE,DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,NEITHER AGREE NOR DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1987,14755,NA
30,FEMALE,Bisexual,NA,NA,LEGAL,NOT TOO HAPPY,NA,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,BLACK,NA,NA,1988,9647.5,9647.5
46,MALE,Heterosexual or straight,29,NA,LEGAL,PRETTY HAPPY,PRETTY HAPPY,SEV TIMES A MNTH,YES,NA,NA,NA,VERY UNLIKELY,STRONGLY DISAGREE,NA,DISAGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1972,119879.41732000001,151050.72136000003
49,MALE,Heterosexual or straight,23,NA,LEGAL,NOT TOO HAPPY,NA,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,BLACK,NA,NA,1969,5107.5,5107.5
29,MALE,NA,NA,ABOUT RIGHT,NA,PRETTY HAPPY,VERY HAPPY,NEVER,NA,NEITHER,STRONGLY FOR,SOMEWHAT UNLIKELY,NA,NA,Very interested,DISAGREE,FAIRLY HAPPY,STRONGLY AGREE,STRONGLY DISAGREE,AGREE,STRONGLY DISAGREE,DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1989,14755,9647.5
45,FEMALE,NA,18,NA,NA,PRETTY HAPPY,NA,NEVER,NA,NEITHER,NA,NA,SOMEWHAT LIKELY,DISAGREE,Very interested,AGREE,VERY HAPPY,DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,AGREE,NA,NA,NA,NA,WHITE,NA,NA,1973,6242.5,NA
67,MALE,Heterosexual or straight,13,NA,LEGAL,NOT TOO HAPPY,NA,ONCE A MONTH,NO,NA,NA,NA,VERY LIKELY,AGREE,NA,STRONGLY DISAGREE,NA,NA,NA,NA,NA,NA,YES,MORE THAN 3 YEARS AGO,YES,MORE THAN 3 YEARS AGO,BLACK,NA,NA,1951,9647.5,NA
34,FEMALE,Heterosexual or straight,29,NA,NOT LEGAL,VERY HAPPY,VERY HAPPY,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1984,45400,30645
82,MALE,NA,30,TOO LITTLE,NOT LEGAL,PRETTY HAPPY,NA,NEVER,YES,NA,AGAINST,SOMEWHAT LIKELY,NA,NA,Moderately interested,AGREE,FAIRLY HAPPY,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,NO,NA,NO,NA,BLACK,NA,NA,1936,30645,NA
44,MALE,Heterosexual or straight,NA,NA,LEGAL,VERY HAPPY,VERY HAPPY,NEVER,NO,NA,NA,NA,SOMEWHAT LIKELY,NEITHER AGREE NOR DISAGREE,NA,AGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,OTHER,A U.S. Citizen,NA,1974,30645,30645
48,FEMALE,Heterosexual or straight,29,NA,NOT LEGAL,PRETTY HAPPY,PRETTY HAPPY,NA,NO,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1970,30645,14755
24,FEMALE,Heterosexual or straight,16,TOO LITTLE,LEGAL,NOT TOO HAPPY,NA,SEV TIMES A YEAR,YES,NA,STRONGLY FOR,VERY UNLIKELY,NA,NA,Moderately interested,DISAGREE,FAIRLY HAPPY,AGREE,DISAGREE,STRONGLY AGREE,DISAGREE,DISAGREE,NO,NA,YES,MORE THAN 3 YEARS AGO,WHITE,NA,NA,1994,5107.5,1589
56,MALE,NA,16,TOO LITTLE,NOT LEGAL,VERY HAPPY,VERY HAPPY,NA,YES,RESP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WHITE,A U.S. Citizen,NA,1962,NA,NA
65,MALE,NA,23,TOO MUCH,NA,PRETTY HAPPY,PRETTY HAPPY,NEVER,NA,RESP,AGAINST,SOMEWHAT LIKELY,NA,NA,Not at all interested,AGREE,FAIRLY HAPPY,STRONGLY AGREE,NEITHER AGREE NOR DISAGREE,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1953,12485,5107.5
48,FEMALE,Heterosexual or straight,27,NA,LEGAL,NOT TOO HAPPY,NA,NA,NO,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,BLACK,NA,NA,1970,37455,37455
27,FEMALE,NA,24,NA,NA,NOT TOO HAPPY,NA,ONCE A YEAR,NA,NEITHER,NA,NA,SOMEWHAT UNLIKELY,STRONGLY AGREE,Very interested,STRONGLY AGREE,NOT VERY HAPPY,STRONGLY AGREE,STRONGLY DISAGREE,DISAGREE,STRONGLY DISAGREE,AGREE,NA,NA,NA,NA,BLACK,NA,NA,1991,227,NA
55,FEMALE,NA,24,TOO LITTLE,NA,PRETTY HAPPY,VERY HAPPY,NEVER,NA,NEITHER,STRONGLY FOR,VERY UNLIKELY,NA,NA,Very interested,NEITHER AGREE NOR DISAGREE,VERY HAPPY,STRONGLY AGREE,AGREE,STRONGLY AGREE,DISAGREE,DISAGREE,NA,NA,NA,NA,BLACK,NA,NA,1963,72640,45400
25,MALE,Heterosexual or straight,NA,NA,LEGAL,VERY HAPPY,VERY HAPPY,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1993,227,NA
55,FEMALE,Heterosexual or straight,17,TOO LITTLE,LEGAL,NOT TOO HAPPY,NA,NA,NO,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,BLACK,NA,NA,1963,5107.5,5107.5
71,FEMALE,Heterosexual or straight,20,NA,LEGAL,PRETTY HAPPY,NA,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1947,NA,NA
26,MALE,Heterosexual or straight,19,TOO LITTLE,LEGAL,PRETTY HAPPY,NA,ONCE A MONTH,NO,NA,AGAINST,SOMEWHAT LIKELY,NA,NA,Very interested,AGREE,FAIRLY HAPPY,STRONGLY AGREE,STRONGLY DISAGREE,DISAGREE,STRONGLY DISAGREE,AGREE,NO,NA,NO,NA,WHITE,NA,NA,1992,10782.5,9647.5
59,FEMALE,Heterosexual or straight,27,NA,NA,VERY HAPPY,VERY HAPPY,NEVER,NO,NA,NA,NA,SOMEWHAT LIKELY,DISAGREE,NA,AGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1959,54480,7377.5
56,FEMALE,Heterosexual or straight,25,NA,LEGAL,PRETTY HAPPY,NA,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1962,30645,30645
58,FEMALE,Heterosexual or straight,NA,TOO MUCH,LEGAL,NOT TOO HAPPY,NA,NEVER,YES,NA,NA,VERY UNLIKELY,NA,NA,Very interested,STRONGLY DISAGREE,FAIRLY HAPPY,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,STRONGLY AGREE,NO,NA,NO,NA,WHITE,NA,NA,1960,NA,NA
27,FEMALE,NA,25,NA,NA,PRETTY HAPPY,NA,SEV TIMES A WEEK,NA,NEITHER,NA,NA,SOMEWHAT LIKELY,AGREE,Moderately interested,DISAGREE,FAIRLY HAPPY,AGREE,DISAGREE,NEITHER AGREE NOR DISAGREE,STRONGLY DISAGREE,NEITHER AGREE NOR DISAGREE,NA,NA,NA,NA,BLACK,NA,NA,1991,24970,14755
69,FEMALE,Heterosexual or straight,21,NA,NA,VERY HAPPY,VERY HAPPY,NA,NO,SPOUSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,BLACK,NA,NA,1949,119879.41732000001,45400
30,FEMALE,Heterosexual or straight,18,TOO LITTLE,LEGAL,PRETTY HAPPY,NA,NEVER,YES,NA,AGAINST,SOMEWHAT UNLIKELY,NA,NA,Very interested,DISAGREE,FAIRLY HAPPY,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY AGREE,STRONGLY DISAGREE,DISAGREE,NO,NA,YES,MORE THAN 3 YEARS AGO,WHITE,NA,NA,1988,3405,227
71,FEMALE,Heterosexual or straight,NA,NA,LEGAL,VERY HAPPY,NA,NEVER,YES,NA,NA,NA,SOMEWHAT UNLIKELY,STRONGLY DISAGREE,NA,STRONGLY DISAGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1947,37455,24970
53,FEMALE,NA,22,TOO LITTLE,NA,NOT TOO HAPPY,NOT TOO HAPPY,ONCE A MONTH,NA,NEITHER,STRONGLY AGAINST,VERY UNLIKELY,NA,NA,Very interested,AGREE,FAIRLY HAPPY,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,NA,NA,NA,NA,BLACK,A U.S. Citizen,NA,1965,17025,17025
NA,MALE,NA,23,TOO LITTLE,LEGAL,NOT TOO HAPPY,NA,ONCE A YEAR,YES,NA,STRONGLY AGAINST,SOMEWHAT LIKELY,NA,NA,Very interested,AGREE,NOT VERY HAPPY,STRONGLY AGREE,STRONGLY DISAGREE,AGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,NA,NA,NA,NA,BLACK,NA,NA,NA,14755,14755
34,FEMALE,NA,16,NA,NA,PRETTY HAPPY,NOT TOO HAPPY,NEVER,NA,NEITHER,NA,NA,SOMEWHAT UNLIKELY,AGREE,Moderately interested,AGREE,FAIRLY HAPPY,STRONGLY AGREE,AGREE,STRONGLY AGREE,DISAGREE,AGREE,NA,NA,NA,NA,BLACK,NA,NA,1984,17025,NA
37,FEMALE,Heterosexual or straight,17,TOO MUCH,NA,NOT TOO HAPPY,NA,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1981,24970,8512.5
29,FEMALE,Heterosexual or straight,16,NA,LEGAL,PRETTY HAPPY,PRETTY HAPPY,SEV TIMES A YEAR,NO,NA,NA,NA,SOMEWHAT UNLIKELY,AGREE,NA,DISAGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,BLACK,NA,NA,1989,5107.5,NA
63,FEMALE,NA,25,NA,NA,PRETTY HAPPY,NA,SEV TIMES A YEAR,NA,NEITHER,NA,NA,VERY UNLIKELY,STRONGLY AGREE,Not at all interested,AGREE,FAIRLY HAPPY,STRONGLY AGREE,STRONGLY DISAGREE,AGREE,STRONGLY DISAGREE,STRONGLY AGREE,NA,NA,NA,NA,WHITE,Not a U.S. Citizen,Not planning to apply to U.S. citizenship,1955,9647.5,6242.5
32,FEMALE,Heterosexual or straight,24,TOO LITTLE,NA,VERY HAPPY,NA,NA,NO,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,BLACK,NA,NA,1986,8512.5,6242.5
33,MALE,Heterosexual or straight,NA,NA,LEGAL,PRETTY HAPPY,NA,SEV TIMES A YEAR,YES,NA,NA,NA,SOMEWHAT UNLIKELY,AGREE,NA,DISAGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,BLACK,NA,NA,1985,37455,37455
79,FEMALE,NA,NA,TOO LITTLE,NOT LEGAL,VERY HAPPY,NA,NEVER,NO,NA,STRONGLY FOR,VERY LIKELY,NA,NA,Not at all interested,AGREE,VERY HAPPY,STRONGLY AGREE,STRONGLY DISAGREE,AGREE,DISAGREE,STRONGLY AGREE,NA,NA,NA,NA,BLACK,A U.S. Citizen,NA,1939,NA,NA
22,MALE,NA,NA,ABOUT RIGHT,NA,PRETTY HAPPY,NA,NA,NO,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BLACK,NA,NA,1996,20430,2497
24,FEMALE,NA,NA,TOO LITTLE,NA,PRETTY HAPPY,NA,SEV TIMES A YEAR,NA,RESP,STRONGLY AGAINST,VERY LIKELY,NA,NA,Very interested,DISAGREE,FAIRLY HAPPY,AGREE,DISAGREE,DISAGREE,STRONGLY DISAGREE,AGREE,NA,NA,NA,NA,WHITE,NA,NA,1994,14755,14755
31,FEMALE,Heterosexual or straight,NA,NA,LEGAL,PRETTY HAPPY,VERY HAPPY,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1987,24970,NA
43,FEMALE,NA,29,TOO LITTLE,NA,PRETTY HAPPY,VERY HAPPY,SEV TIMES A WEEK,NA,SPOUSE,STRONGLY AGAINST,SOMEWHAT LIKELY,NA,NA,Moderately interested,NEITHER AGREE NOR DISAGREE,FAIRLY HAPPY,AGREE,DISAGREE,NEITHER AGREE NOR DISAGREE,DISAGREE,AGREE,NA,NA,NA,NA,WHITE,NA,NA,1975,119879.41732000001,7377.5
56,FEMALE,Heterosexual or straight,NA,NA,NOT LEGAL,VERY HAPPY,NA,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1962,119879.41732000001,151050.72136000003
54,MALE,Heterosexual or straight,37,ABOUT RIGHT,LEGAL,PRETTY HAPPY,NA,ONCE A MONTH,YES,NA,AGAINST,SOMEWHAT UNLIKELY,NA,NA,Very interested,DISAGREE,FAIRLY HAPPY,STRONGLY DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,STRONGLY AGREE,NO,NA,YES,MORE THAN 3 YEARS AGO,WHITE,NA,NA,1964,119879.41732000001,5107.5
47,MALE,NA,33,NA,NA,VERY HAPPY,PRETTY HAPPY,SEV TIMES A YEAR,NA,NEITHER,NA,NA,SOMEWHAT UNLIKELY,AGREE,Moderately interested,AGREE,VERY HAPPY,STRONGLY DISAGREE,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY AGREE,NEITHER AGREE NOR DISAGREE,NA,NA,NA,NA,WHITE,A U.S. Citizen,NA,1971,72640,30645
72,FEMALE,NA,28,TOO LITTLE,NOT LEGAL,VERY HAPPY,VERY HAPPY,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WHITE,NA,NA,1946,119879.41732000001,NA
60,MALE,Heterosexual or straight,25,TOO LITTLE,NOT LEGAL,VERY HAPPY,VERY HAPPY,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1958,119879.41732000001,151050.72136000003
34,MALE,Heterosexual or straight,27,NA,LEGAL,PRETTY HAPPY,VERY HAPPY,SEV TIMES A MNTH,YES,NA,NA,NA,SOMEWHAT UNLIKELY,DISAGREE,NA,AGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1984,54480,54480
38,MALE,NA,33,NA,NA,PRETTY HAPPY,VERY HAPPY,ONCE A MONTH,NA,NEITHER,NA,NA,SOMEWHAT LIKELY,AGREE,Moderately interested,DISAGREE,FAIRLY HAPPY,DISAGREE,DISAGREE,STRONGLY DISAGREE,DISAGREE,DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1980,119879.41732000001,54480
58,FEMALE,Heterosexual or straight,NA,NA,NOT LEGAL,PRETTY HAPPY,PRETTY HAPPY,ONCE A YEAR,YES,NA,NA,NA,NA,STRONGLY DISAGREE,NA,DISAGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1960,119879.41732000001,151050.72136000003
67,FEMALE,NA,30,TOO LITTLE,NA,NOT TOO HAPPY,NA,NEVER,NA,NEITHER,AGAINST,SOMEWHAT UNLIKELY,NA,NA,Very interested,AGREE,NOT VERY HAPPY,AGREE,DISAGREE,AGREE,DISAGREE,AGREE,NA,NA,NA,NA,WHITE,NA,NA,1951,5107.5,NA
39,FEMALE,Heterosexual or straight,15,NA,NOT LEGAL,PRETTY HAPPY,NA,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,MORE THAN 3 YEARS AGO,NO,NA,OTHER,NA,NA,1979,4086,NA
75,FEMALE,Heterosexual or straight,20,TOO LITTLE,NOT LEGAL,PRETTY HAPPY,NA,NA,NO,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1943,12485,NA
65,FEMALE,NA,25,ABOUT RIGHT,NA,PRETTY HAPPY,VERY HAPPY,SEV TIMES A YEAR,NA,SPOUSE,STRONGLY AGAINST,NA,NA,NA,Not at all interested,DISAGREE,VERY HAPPY,AGREE,AGREE,NEITHER AGREE NOR DISAGREE,STRONGLY DISAGREE,AGREE,NA,NA,NA,NA,WHITE,NA,NA,1953,20430,908
56,MALE,Heterosexual or straight,17,TOO LITTLE,NOT LEGAL,PRETTY HAPPY,NA,ONCE A YEAR,YES,NA,STRONGLY FOR,SOMEWHAT UNLIKELY,NA,NA,Not at all interested,STRONGLY AGREE,FAIRLY HAPPY,AGREE,STRONGLY DISAGREE,STRONGLY AGREE,NEITHER AGREE NOR DISAGREE,AGREE,NO,NA,YES,MORE THAN 12 MONTHS AGO BUT WITHIN THE PAST 3 YEARS,WHITE,NA,NA,1962,5107.5,NA
35,FEMALE,NA,19,NA,NA,PRETTY HAPPY,NA,NEVER,NA,NEITHER,NA,NA,VERY LIKELY,STRONGLY AGREE,Moderately interested,STRONGLY AGREE,NOT VERY HAPPY,STRONGLY AGREE,DISAGREE,STRONGLY AGREE,STRONGLY DISAGREE,DISAGREE,NA,NA,NA,NA,OTHER,NA,NA,1983,17025,NA
57,FEMALE,Heterosexual or straight,14,TOO LITTLE,LEGAL,PRETTY HAPPY,PRETTY HAPPY,NA,NA,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,BLACK,NA,NA,1961,12485,12485
63,MALE,Heterosexual or straight,22,NA,LEGAL,PRETTY HAPPY,PRETTY HAPPY,ONCE A YEAR,YES,NA,NA,NA,SOMEWHAT UNLIKELY,AGREE,NA,AGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,BLACK,Not a U.S. Citizen,Not planning to apply to U.S. citizenship,1955,10782.5,10782.5
29,MALE,NA,NA,TOO LITTLE,NA,PRETTY HAPPY,NA,ONCE A MONTH,NA,NEITHER,FOR,SOMEWHAT UNLIKELY,NA,NA,Moderately interested,NEITHER AGREE NOR DISAGREE,FAIRLY HAPPY,NEITHER AGREE NOR DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,NA,NA,NA,NA,WHITE,NA,NA,1989,10782.5,10782.5
66,FEMALE,NA,17,TOO LITTLE,NA,VERY HAPPY,VERY HAPPY,SEV TIMES A YEAR,NA,NEITHER,STRONGLY AGAINST,SOMEWHAT UNLIKELY,NA,NA,Very interested,STRONGLY DISAGREE,VERY HAPPY,STRONGLY AGREE,DISAGREE,AGREE,STRONGLY DISAGREE,STRONGLY AGREE,NA,NA,NA,NA,WHITE,NA,NA,1952,54480,NA
58,FEMALE,NA,NA,NA,NA,PRETTY HAPPY,NA,SEV TIMES A MNTH,NA,NEITHER,NA,NA,SOMEWHAT LIKELY,AGREE,Moderately interested,DISAGREE,FAIRLY HAPPY,DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,AGREE,NA,NA,NA,NA,WHITE,NA,NA,1960,12485,NA
77,FEMALE,NA,27,TOO LITTLE,NA,PRETTY HAPPY,PRETTY HAPPY,NEVER,NA,NEITHER,AGAINST,SOMEWHAT UNLIKELY,NA,NA,Very interested,AGREE,FAIRLY HAPPY,STRONGLY AGREE,STRONGLY DISAGREE,AGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1941,24970,12485
38,MALE,NA,23,TOO LITTLE,NOT LEGAL,PRETTY HAPPY,NA,NEVER,NO,NA,STRONGLY FOR,VERY LIKELY,NA,NA,Very interested,AGREE,FAIRLY HAPPY,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTHER,Not a U.S. Citizen,Not planning to apply to U.S. citizenship,1980,17025,17025
34,FEMALE,Heterosexual or straight,20,TOO LITTLE,LEGAL,VERY HAPPY,VERY HAPPY,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1984,20430,1589
27,FEMALE,Heterosexual or straight,20,TOO MUCH,LEGAL,NOT TOO HAPPY,NA,NEVER,NO,NA,STRONGLY FOR,VERY LIKELY,NA,NA,Moderately interested,STRONGLY DISAGREE,FAIRLY HAPPY,STRONGLY AGREE,STRONGLY DISAGREE,NEITHER AGREE NOR DISAGREE,DISAGREE,AGREE,NO,NA,NO,NA,BLACK,NA,NA,1991,12485,12485
46,FEMALE,NA,20,NA,NA,VERY HAPPY,VERY HAPPY,NEVER,NA,NEITHER,NA,NA,SOMEWHAT LIKELY,DISAGREE,Moderately interested,STRONGLY AGREE,VERY HAPPY,STRONGLY AGREE,NEITHER AGREE NOR DISAGREE,AGREE,STRONGLY DISAGREE,DISAGREE,NA,NA,NA,NA,WHITE,Not a U.S. Citizen,Planning to apply for U.S. citizenship,1972,7377.5,NA
45,FEMALE,Heterosexual or straight,21,NA,LEGAL,PRETTY HAPPY,NA,NEVER,NO,NA,NA,NA,NA,AGREE,NA,AGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1973,12485,2497
23,FEMALE,NA,20,TOO LITTLE,NA,PRETTY HAPPY,PRETTY HAPPY,ONCE A MONTH,NA,NEITHER,AGAINST,SOMEWHAT LIKELY,NA,NA,Moderately interested,NEITHER AGREE NOR DISAGREE,FAIRLY HAPPY,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,NA,NA,NA,NA,WHITE,NA,NA,1995,8512.5,5107.5
25,FEMALE,Heterosexual or straight,NA,NA,LEGAL,VERY HAPPY,NA,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,BLACK,NA,NA,1993,20430,20430
23,FEMALE,Heterosexual or straight,NA,TOO LITTLE,LEGAL,PRETTY HAPPY,NA,SEV TIMES A MNTH,YES,NA,AGAINST,SOMEWHAT UNLIKELY,NA,NA,Very interested,AGREE,FAIRLY HAPPY,NEITHER AGREE NOR DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,NEITHER AGREE NOR DISAGREE,NO,NA,NO,NA,OTHER,NA,NA,1995,9647.5,4086
57,MALE,Heterosexual or straight,18,NA,LEGAL,VERY HAPPY,VERY HAPPY,NEVER,YES,NA,NA,NA,NA,AGREE,NA,AGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1961,20430,NA
58,FEMALE,NA,34,TOO LITTLE,NA,NOT TOO HAPPY,NOT TOO HAPPY,SEV TIMES A MNTH,NA,NEITHER,STRONGLY AGAINST,VERY UNLIKELY,NA,NA,Very interested,STRONGLY AGREE,NOT VERY HAPPY,NA,AGREE,NA,STRONGLY DISAGREE,DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1960,NA,908
50,FEMALE,NA,21,NA,NOT LEGAL,PRETTY HAPPY,NA,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WHITE,NA,NA,1968,14755,14755
70,MALE,Heterosexual or straight,17,TOO LITTLE,LEGAL,PRETTY HAPPY,NA,NEVER,NO,NA,STRONGLY FOR,SOMEWHAT LIKELY,NA,NA,Not at all interested,STRONGLY AGREE,VERY HAPPY,STRONGLY AGREE,AGREE,STRONGLY DISAGREE,AGREE,AGREE,NO,NA,NO,NA,BLACK,NA,NA,1948,12485,NA
58,FEMALE,NA,25,NA,NA,PRETTY HAPPY,NA,NEVER,NA,NEITHER,NA,NA,SOMEWHAT LIKELY,STRONGLY AGREE,Very interested,DISAGREE,FAIRLY HAPPY,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1960,10782.5,10782.5
68,FEMALE,Heterosexual or straight,28,NA,LEGAL,VERY HAPPY,NA,NA,NO,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1950,30645,NA
25,FEMALE,Heterosexual or straight,24,TOO MUCH,LEGAL,PRETTY HAPPY,VERY HAPPY,NEVER,NO,NA,STRONGLY FOR,SOMEWHAT LIKELY,NA,NA,Moderately interested,DISAGREE,VERY HAPPY,NEITHER AGREE NOR DISAGREE,NEITHER AGREE NOR DISAGREE,NEITHER AGREE NOR DISAGREE,STRONGLY DISAGREE,AGREE,NO,NA,NO,NA,WHITE,NA,NA,1993,30645,12485
68,FEMALE,NA,22,NA,NA,PRETTY HAPPY,NA,NEVER,NA,NEITHER,NA,NA,SOMEWHAT LIKELY,AGREE,Moderately interested,NEITHER AGREE NOR DISAGREE,NA,NEITHER AGREE NOR DISAGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1950,45400,NA
